CHR.PHYS	RecombRate	Yield
4	0	-1.372
4	0	6.492
4	0	1.451
4	0	-2.413
4	0	-7.82
4	0	-2.13
4	0	-4.135
4	0	-7.517
4	0	-5.896
4	0	-0.9689
4	0	15.56
4	0	1.259
4	0	-0.5368
4	0	-0.3727
4	0	1.075
4	0	-6.712
4	0	1.19
4	0	-3.574
4	0	-15.57
4	0	0.3454
4	0	2.189
4	0	-0.8135
4	0	-0.8624
4	0	-1.267
4	0	2.36
4	0	1.442
4	0	0.05711
4	0	-0.5936
4	0	-2.048
4	0	-2.19
4	0	-2.198
4	0	-2.507
4	0	1.822
4	0	-0.4027
4	0	0.05737
4	0	-2.143
4	0	2.477
4	0	0.3268
4	0	-3.089
4	0	0.847
4	0	1.009
4	0	1.332
4	0	3.502
4	0	-12.91
4	0	0.6093
4	0	-4.6
4	0	2.13
4	0	-0.7187
4	0	0.4425
4	0	1.086
4	0	-0.1933
4	0	0.8113
4	0	13.23
4	0	-0.2193
4	0	-1.171
4	0	0.3592
4	0	4.821
4	0	0.2348
4	0	0.2751
4	0	-1.411
4	0	3.525
4	0	1.533
4	0	1.222
4	0	0.3039
4	0	2.996
4	0	-1.191
4	0	-0.2732
4	0	1.839
4	0	1.391
4	0	-0.497
4	0	-0.5485
4	0	-0.6886
4	0	1.786
5	0	1.173
5	0	1.074
5	0	8.299
5	0	-0.4521
5	0	-0.508
5	0	-0.2957
5	0	1.242
5	0	-2.106
5	0	2.859
5	0	-0.8816
5	0	-0.313
5	0	-7.27
5	0	-4.871
5	0	-1.307
5	0	-0.4518
5	0	-0.8688
5	0	-0.5171
5	0	-3.508
5	0	1.015
5	0	-1.076
5	0	0.5609
5	0	-0.508
5	0	2.116
5	0	-1.563
5	0	-1.117
5	0	-1.621
5	0	-0.7215
5	0	-3.45
5	0	0.08599
5	0	-3.953
5	0	-13.39
5	0	-0.5231
5	0	-0.05901
5	0	-0.9377
5	0	0.8546
5	0	1.386
5	0	-1.639
5	0	0.3036
5	0	7.122
5	0	0.6452
5	0	0.1298
5	0	-4.835
5	0	-2.253
5	0	-1.854
5	0	-0.9605
5	0	-3.728
5	0	0.2889
5	0	2.762
5	0	9.888
5	0	-2.513
5	0	0.6882
5	0	0.1671
5	0	-0.8271
5	0	-0.2732
5	0	-1.907
5	0	35.23
5	0	0.5665
5	0	1.539
5	0	-3.8
5	0	2.404
5	0	2.273
5	0	-1.977
5	0	1.573
5	0	-1.386
5	0	-2.321
5	0	1.502
5	0	-8.483
5	0	-0.5998
5	0	0.3263
5	0	2.107
5	0	-2.43
5	0	3.345
5	0	2.852
5	0	-2.594
5	0	4.237
5	0	-1.202
5	0	1.444
5	0	-1.212
5	0	-2.721
5	0	1.517
5	0	-3.155
5	0	-0.3509
5	0	-0.0405
5	0	-0.06617
5	0	1.209
5	0	0.155
5	0	-7.781
5	0	-1.298
5	0	0.3739
5	0	-0.9924
5	0	2.6
5	0	-2.579
5	0	3.631
5	0	-0.8757
5	0	0.3728
5	0	-0.8177
5	0	-2.315
5	0	-1.47
5	0	0.4891
5	0	3.38
5	0	-0.5861
5	0	2.536
5	0	6.194
5	0	1.171
5	0	0.7287
5	0	2.022
5	0	-1.388
5	0	1.176
5	0	-0.1381
5	0	-3.279
5	0	-0.7037
5	0	0.2479
5	0	1.4
5	0	7.48
5	0	16.75
5	0	-0.4494
5	0	4.239
5	0	-3.03
5	0	-3.72
5	0	1.313
5	0	0.3852
5	0	-0.8889
5	0	-1.434
5	0	-0.2233
5	0	3.229
5	0	2.833
6	0	-1.522
6	0	-3.264
6	0	-0.1375
6	0	-0.5537
6	0	1.402
6	0	0.5512
6	0	1.289
6	0	1.456
6	0	-0.3066
6	0	1.352
6	0	3.122
6	0	-16.99
6	0	-0.805
6	0	3.149
6	0	0.9805
6	0	13.27
6	0	3.543
6	0	-49.79
6	0	0.8289
6	0	0.2816
6	0	-3.739
6	0	0.3888
6	0	1.44
6	0	-3.221
6	0	-0.6756
6	0	-11.31
6	0	4.383
6	0	8.685
6	0	-2.389
6	0	15.35
6	0	0.03861
6	0	4.472
6	0	-5.558
6	0	2.148
6	0	1.226
6	0	3.518
6	0	4.202
6	0	0.09048
6	0	-0.4541
6	0	1.614
6	0	-3.517
6	0	-5.103
6	0	0.8848
6	0	0.2287
6	0	0.2668
6	0	1.617
6	0	-0.9916
6	0	12.81
6	0	-1.913
6	0	-6.327
6	0	0.04689
6	0	-0.2266
6	0	1.49
6	0	6.007
6	0	0.2484
6	0	0.8148
6	0	-7.423
6	0	-1.44
6	0	0.7014
6	0	0.8109
6	0	-0.1332
6	0	-2.04
6	0	-3.682
6	0	-0.08364
6	0	-0.2682
6	0	1.7
6	0	5.627
6	0	-21.24
6	0	0.382
6	0	-4.316
6	0	0.766
6	0	-1.411
6	0	-9.515
6	0	-1.067
6	0	-2.459
6	0	-5.301
6	0	-0.4194
6	0	0.3763
6	0	1.025
6	0	-2.48
7	0	-1.348
7	0	2.163
7	0	-1.819
7	0	1.722
7	0	0.2788
7	0	0.2346
7	0	-1.675
7	0	0.3701
7	0	-0.3463
7	0	2.258
7	0	0.2682
7	0	3.519
7	0	7.339
7	0	2.751
7	0	-0.504
7	0	-1.127
7	0	-1.69
7	0	-0.02633
7	0	0.6347
7	0	2.774
7	0	1.891
7	0	-1.479
7	0	-0.7224
7	0	-0.7934
7	0	6.968
7	0	0.2743
7	0	-1.353
7	0	-0.1186
7	0	-1.005
7	0	1.254
7	0	10.54
7	0	-2.157
7	0	-0.9365
7	0	-3.672
7	0	2.211
7	0	0.9518
7	0	-1.148
7	0	3.352
7	0	-0.1039
7	0	-2.059
7	0	2.805
7	0	-2.704
7	0	0.02934
7	0	-1.614
7	0	-0.358
7	0	-1.943
7	0	-0.4665
7	0	-4.464
7	0	-0.1572
7	0	0.03849
7	0	-0.5514
7	0	-8.114
7	0	1.02
7	0	-1.425
7	0	1.077
7	0	10.66
7	0	0.2249
7	0	-0.9616
7	0	3.287
7	0	1.042
7	0	-0.3956
7	0	-3.641
7	0	2.778
7	0	-1.579
7	0	-2.5
7	0	-1.879
8	0	-0.2619
8	0	-2.03
8	0	-3.848
8	0	-2.307
8	0	-1.012
8	0	0.3337
8	0	3.784
8	0	0.5058
8	0	-1.961
8	0	0.2996
8	0	6.731
8	0	-0.7756
8	0	-1.5
8	0	0.3889
8	0	0.3144
8	0	2.575
8	0	1.779
8	0	8.443
8	0	-0.8922
8	0	-4.531
8	0	4.654
8	0	-1.841
8	0	-1.743
8	0	-1.587
8	0	1.697
8	0	1.214
8	0	-2.912
8	0	1.668
8	0	-1.152
8	0	-3.054
8	0	-1.306
8	0	-2.253
8	0	-6.402
8	0	3.045
8	0	-1.352
8	0	0.2722
8	0	-0.3618
8	0	-3.263
8	0	-1.538
8	0	-0.563
8	0	-0.9932
8	0	-0.9758
8	0	-0.4872
8	0	3.612
8	0	-5.114
8	0	-0.207
8	0	3.619
8	0	1.885
8	0	-1.692
8	0	0.0594
8	0	-1.47
8	0	6.073
8	0	-6.696
8	0	44.8
8	0	-2.962
8	0	0.4516
8	0	-0.07461
8	0	-0.145
8	0	-0.5688
8	0	-13.21
8	0	-0.7866
8	0	-0.4804
8	0	-3.177
8	0	-1.439
8	0	-11.06
8	0	-1.444
8	0	0.4285
8	0	-0.2959
8	0	-0.5618
8	0	-0.761
8	0	-3.933
8	0	-0.3623
8	0	-3.177
8	0	-0.003834
8	0	-1.313
8	0	0.3716
8	0	1.189
8	0	-4.459
8	0	0.3699
8	0	-1.651
8	0	1.722
8	0	2.302
8	0	-0.9027
8	0	-4.238
8	0	-2.241
8	0	-10.9
8	0	2.228
8	0	0.3822
8	0	1.601
8	0	0.8385
8	0	-0.2594
8	0	-5.531
8	0	7.256
8	0	-1.074
8	0	0.6895
8	0	0.7223
9	0	-3.894
9	0	-2.063
9	0	5.335
9	0	1.37
9	0	12.51
9	0	-0.0753
9	0	-1.025
9	0	3.784
9	0	3.051
9	0	-0.1029
9	0	-2.372
9	0	-2.555
9	0	-1.486
9	0	0.4079
9	0	-1.045
9	0	-1.244
9	0	1.559
9	0	-0.1876
9	0	-0.477
9	0	-4.123
9	0	3.851
9	0	-2.264
9	0	-2.277
9	0	-0.9067
9	0	-0.4771
9	0	11.97
9	0	-0.05079
9	0	7.456
9	0	0.3023
9	0	0.2478
9	0	-0.9372
9	0	0.9598
9	0	0.6937
9	0	-12.08
9	0	-1.786
9	0	14.91
9	0	1.385
9	0	2.145
9	0	-5.175
9	0	-3.179
9	0	-1.079
9	0	4.22
9	0	-0.4459
9	0	-1.595
9	0	-2.947
9	0	1.688
9	0	-3.206
9	0	-0.4925
9	0	-1.048
9	0	-5.838
9	0	-0.4508
9	0	-3.783
9	0	2.037
9	0	-2.828
9	0	-0.0645
9	0	1.535
9	0	4.308
9	0	0.8724
9	0	0.5753
9	0	-1.331
9	0	8.006
10	0	-0.6152
10	0	8.953
10	0	-0.3883
10	0	-1.644
10	0	-1.113
10	0	-0.4553
10	0	3.004
10	0	1.255
10	0	3.932
10	0	-0.2273
10	0	-0.9506
10	0	3.933
10	0	1.22
10	0	-1.883
10	0	-0.518
10	0	0.0285
10	0	2.236
10	0	2.603
10	0	0.1313
10	0	-0.599
10	0	2.354
10	0	-12.52
10	0	2.603
10	0	4.629
10	0	1.586
10	0	3.802
10	0	11.12
10	0	-5.552
10	0	-0.2759
10	0	-2.333
10	0	-4.907
10	0	-0.3741
10	0	0.3162
10	0	0.09228
10	0	-9.662
10	0	-3.539
10	0	-1.565
10	0	-1.32
10	0	-1.264
10	0	1.248
10	0	2.639
10	0	-0.3428
10	0	-0.2643
10	0	0.2476
10	0	-3.415
10	0	1.566
10	0	-3.366
10	0	4.759
10	0	0.9334
10	0	-0.3681
10	0	7.804
10	0	1.27
10	0	-0.2536
10	0	0.6124
10	0	-1.444
10	0	-2.124
10	0	-2.768
10	0	3.105
10	0	-2.063
10	0	-1.859
10	0	-2.727
10	0	4.637
10	0	-1.378
10	0	6.348
10	0	-2.623
10	0	-3.933
10	0	1.348
10	0	-0.827
10	0	-3.953
10	0	0.2267
10	0	-3.212
10	0	-0.1507
10	0	-0.3758
10	0	5.468
10	0	-1.317
10	0	-1.445
10	0	0.6092
10	0	-3.209
