Position	CHR.PHYS	RecombRate	Yield
18902	1	0.0007339716001508734	0.1664
19068	1	8.687376925192725e-05	-4.333
19297	1	0.0015416741251870203	-2.423
19348	1	0.0004581213026700337	-0.8146
19754	1	0.001145273441564898	1.414
20342	1	0.0027872323887357386	-3.32
20576	1	0.0029029249592348316	3.687
20750	1	2.5540590258998908e-05	1.405
20933	1	1.3500452016979025e-05	2.385
21069	1	0.01679977757738199	10.72
21100	1	1.6391276999594417e-06	1.171
21964	1	0.01423028145680566	-2.586
22030	1	1.4662742214954783e-05	-6.735
22606	1	0.007890671633452973	0.8252
22953	1	0.0001046657562149278	-1.929
23057	1	6.1690807169334505e-06	2.306
23102	1	1.2010335966983199e-05	3.876
23222	1	7.557868772695153e-05	-8.797
23307	1	0.00013655423919195497	-2.332
23346	1	2.077221904500659e-05	2.197
23354	1	1.8805264999977034e-05	2.812
23537	1	3.704428681494676e-05	1.005
23676	1	5.1617624057975764e-05	1.877
23795	1	1.639127703395582e-05	0.3957
24265	1	0.004038691410070849	0.1121
24284	1	2.0861625199541933e-07	-0.06181
24605	1	0.027796983232341976	-0.1541
24779	1	0.00044217705878990543	-2.773
24863	1	0.00010520219863996427	-3.65
25075	1	0.0009085536057220622	0.3797
25180	1	0.0005022883380200183	2.686
25762	1	0.0009238422009860692	-1.913
25811	1	0.00011724233696602804	3.096
25887	1	0.00013968348455395407	0.9787
26135	1	0.0002809464901948333	-0.5448
26286	1	0.0002803206471500008	-0.06588
26303	1	5.2988528822017766e-05	-2.128
26383	1	0.00020888447621197903	4.055
26527	1	0.0007789433001100243	-3.65
26855	1	0.0015417039617070527	-2.662
27072	1	0.013472825299982949	-0.1964
27310	1	0.00012129545448591461	-0.2285
27668	1	0.00029993057182592375	1.657
27753	1	0.003010243137569979	0.4566
27808	1	1.6748905488972454e-05	-2.814
27816	1	4.4703483997876603e-07	-4.434
27890	1	4.768371669738869e-07	-0.04853
28295	1	0.0020023584962640117	0.8837
28533	1	0.029468894147618996	1.648
28642	1	0.00012922286921696058	-0.2251
28724	1	0.00021818280164997983	-0.2649
28915	1	0.000282347206771949	4.009
28976	1	0.0002189576628459644	-3.445
29177	1	3.609061223691645e-05	1.368
29711	1	0.0014405846633628872	-5.345
30282	1	0.0010114014027958196	1.481
30394	1	0.00012522935872194552	0.7351
30935	1	0.000355184078441928	0.9911
31391	1	0.00029027462276481897	-0.8471
31490	1	7.99596329398855e-05	-2.163
31580	1	1.5079975182019645e-05	-3.448
31604	1	0.00015631318164399666	0.459
31728	1	0.0002900660010799472	-5.48
31767	1	6.169080649987002e-06	-0.4525
32316	1	0.03728467239168248	-4.92
32357	1	0.0002466440219199284	-0.1551
32646	1	7.563829438195224e-05	-1.163
32814	1	0.00010159611744592345	2.035
33378	1	0.0009081661827398113	0.902
33958	1	0.037659467892904974	-3.67
34252	1	0.0002794861778148139	-5.081
34310	1	0.00021648406500007766	-0.6758
34598	1	0.00024890899480478623	1.662
34772	1	0.0002978444067149866	-10.48
35005	1	0.00026559829299988014	-1.256
35278	1	0.0005496144378348555	1.874
35367	1	0.0002775192308249741	-2.289
35543	1	0.0004994273110399128	-3.74
35549	1	1.9073486000054096e-05	-2.89
35698	1	6.932020199990063e-05	-3.367
35965	1	0.0004910826562348758	-1.983
36306	1	0.0007444620101152433	-0.126
36592	1	0.000763356687790151	0.1579
36659	1	6.914138839908546e-06	-1.548
37116	1	0.0004427433009647208	3.146
37130	1	9.536742999749492e-07	-1.02
37468	1	0.0001438856144597711	1.864
37868	1	0.0005335807802598902	2.351
37874	1	2.384185829984453e-06	1.883
38390	1	0.0215731855039496	-0.4043
38450	1	6.556510849797803e-07	0.4287
38526	1	0.0001710057268949905	0.8445
38610	1	4.11272052502909e-06	3.446
38694	1	2.8669833369909803e-05	-0.07189
38954	1	9.191036340505665e-05	-0.4971
39189	1	0.00012069940568482096	-2.075
39641	1	0.000490605832344837	-0.8901
39649	1	1.1920928999487046e-07	0.8924
39883	1	0.00011551380225971464	1.286
40092	1	0.0	1.15
40159	1	0.0	1.924
40302	1	0.02195996059774996	-0.2491
41031	1	0.00028598308397476124	0.2949
41363	1	0.00033485889626483356	0.8962
41666	1	0.0001733303045897694	-0.6231
43212	1	0.001501977441100033	0.7209
43283	1	3.0934810094973564e-05	-1.225
43423	1	4.4524669284951024e-05	-0.1277
43507	1	5.125999470001474e-06	0.0
43789	1	0.0069945454285549324	-2.751
44094	1	3.069639270003588e-05	-1.927
44391	1	1.5616416654928855e-05	0.1517
44441	1	2.9385089930000774e-05	-0.3973
44500	1	1.788139349923057e-07	5.498
44502	1	0.0	-2.537
44559	1	1.6093254000537627e-06	-7.925
44566	1	3.576278699846114e-07	1.054
44970	1	0.01688450597321489	0.845
45137	1	7.176399118502541e-05	-0.4006
45195	1	2.0265578849487653e-06	-0.658
45235	1	1.2516975449461398e-06	3.722
45323	1	0.00015187263552007835	0.3081
45455	1	2.7060508515086568e-05	0.1639
45489	1	3.099441579945683e-06	-4.225
45560	1	2.0325183409997116e-05	3.147
45658	1	2.1755695179925816e-05	0.1664
45717	1	1.2218951819908952e-05	-1.696
46000	1	0.00011235475492477054	-1.289
46371	1	0.00017869472574461032	0.3817
47124	1	0.008688926573555023	1.767
47169	1	5.960464499743523e-08	-0.5258
47337	1	8.463859369922666e-06	-5.636
47536	1	0.00010585784962491296	-2.765
47548	1	9.775161999958648e-06	0.6573
47623	1	2.574920696496452e-05	2.449
47726	1	9.834766389826832e-06	-0.1837
47791	1	1.269578950002792e-05	-4.299
47854	1	5.3644179930034674e-05	-2.306
47870	1	1.1920928999487046e-07	-5.997
48072	1	7.557868905982978e-05	2.009
48262	1	1.5139579579992457e-05	0.5217
48618	1	4.392862288982169e-05	-1.797
48938	1	2.062320663487327e-05	3.076
48976	1	2.360343964502576e-05	2.17
50082	1	0.008984267330364504	3.567
50426	1	0.007811009923100021	-3.705
50566	1	7.70092012449819e-05	3.37
50635	1	2.0682811665007073e-05	-4.786
50653	1	1.1920928999487046e-07	0.1127
50871	1	1.746416098502568e-05	0.2619
51011	1	0.004939615775804929	0.897
51260	1	2.8967857074957415e-05	-0.001315
51538	1	0.0020046233658298496	-0.8168
52249	1	0.023528873748504764	-0.6105
52274	1	1.9669532449473337e-06	-4.099
52374	1	1.4364719089998701e-05	-0.8504
52767	1	0.00015300512412463885	-2.716
53152	1	0.0002447962779249524	-0.6273
53232	1	3.278255419902898e-06	-4.399
53372	1	8.052587481499618e-05	16.62
53418	1	1.3887882225005477e-05	-21.26
53426	1	0.0	-0.4884
53603	1	5.0365925584827664e-05	-0.9644
53846	1	0.00021010637275520327	-1.154
53889	1	1.0132789599603953e-06	1.564
53917	1	6.556510949717875e-07	-2.131
53971	1	0.00019067525937010998	0.19
54023	1	9.959936337000652e-05	0.8408
54069	1	1.078844057500472e-05	1.481
54318	1	0.00018090009695992393	-0.7664
54554	1	0.00027865171339991335	2.195
54648	1	0.00013262033594996225	1.171
54725	1	3.8027763760051236e-05	0.2196
54891	1	0.0001417398474646836	-0.8952
55188	1	0.00785893198097487	1.948
55266	1	3.4451485000031035e-05	3.771
55517	1	5.763769170497035e-05	-1.699
55732	1	4.0590763459968926e-05	3.051
56231	1	0.031975746663925	2.624
56285	1	5.221366898000568e-05	-0.1618
56386	1	1.788139334935046e-06	0.01157
56549	1	5.9008597048659794e-06	0.901
56717	1	3.3259391094997426e-05	4.407
57106	1	0.0001848936076297436	1.269
57276	1	5.787611134988602e-05	4.09
57325	1	2.217292751494071e-05	4.684
57381	1	1.7404555844979797e-05	0.6399
57516	1	7.653236454507883e-05	0.5934
57579	1	2.5629997298937113e-06	0.09732
57629	1	1.0728836099538341e-06	-0.2809
58046	1	0.00023925304636485123	-0.1931
58499	1	0.0002720355977048339	1.784
59446	1	0.003149688281979812	2.47
59531	1	1.2516975589904611e-05	-4.036
59838	1	0.0019717216893799794	0.8801
59973	1	2.264976500021554e-06	-3.552
60179	1	8.523464175014261e-06	8.232
60205	1	1.9073485999498985e-06	0.1922
60868	1	0.006906688216424928	1.187
61528	1	0.015819310341749993	-0.2586
61626	1	9.596347825047147e-06	-2.244
61687	1	3.135204288007287e-05	-0.317
61716	1	1.001357993002383e-05	2.692
61768	1	1.3768673264857867e-05	0.1535
61878	1	3.5047531329879256e-05	-0.4737
61909	1	2.87294385000747e-05	-1.048
61924	1	0.0	1.732
62173	1	8.094310724005016e-05	0.2744
62457	1	0.00023949146347468364	-0.6339
62771	1	0.00012534856778989578	1.18
63001	1	0.00021165609313966716	4.344
63171	1	3.218650755498764e-05	1.13
63848	1	0.00016313791159472402	-0.4617
63949	1	0.0048933030000000155	7.848
64053	1	7.927417789876934e-06	-11.0
64323	1	4.1425227845004464e-05	2.689
64804	1	3.010034553996288e-05	-0.8892
64889	1	0.0	-0.3593
64955	1	0.007595956115470037	-0.5286
65584	1	9.19699665248297e-05	3.037
65973	1	6.15119932199093e-05	0.794
66099	1	1.788139349923057e-07	1.486
66421	1	7.748603774837548e-06	6.109
66485	1	3.635883334962564e-06	0.6745
66501	1	2.6226042999510923e-06	-1.44
66964	1	6.842613284485655e-05	5.098
67204	1	3.254413566489145e-05	-2.867
67236	1	5.364417949849098e-07	-3.349
67344	1	2.7120113225143072e-05	2.422
67533	1	4.070997270011478e-05	0.566
67544	1	0.0	-0.6532
67724	1	0.0	3.526
67749	1	0.0	0.0
67855	1	0.0	4.024
68153	1	0.01318824254887474	0.2824
68283	1	6.419420235492801e-05	1.076
68780	1	0.00010794401105984619	2.095
69266	1	0.00014531612340473732	-1.19
69594	1	0.00016552209781506289	0.02244
69628	1	1.9013881600082883e-05	2.898
69749	1	1.680850986007787e-05	-3.034
69764	1	0.0	-6.724
69869	1	2.5331974169873206e-05	-0.1258
70253	1	0.043543040774915	2.847
70283	1	5.2690504849906006e-05	-2.314
70377	1	0.0001265406568199401	0.0
70739	1	0.00036180019401488295	-0.371
70939	1	0.00022023916391489262	-5.641
71187	1	0.0003589987714697207	-0.1262
71728	1	0.0008108019912298481	0.9837
71946	1	0.00030875205457980837	0.6196
71985	1	6.943941129000653e-05	1.835
72029	1	1.3411045299949187e-05	2.839
72198	1	0.0002704262690850223	4.431
72806	1	0.0004127621655246605	-1.056
73563	1	0.0012111067753749483	-2.34
73830	1	0.00025540590201977853	1.065
73968	1	0.00014799833443501775	-1.281
73992	1	5.364417999809135e-07	-5.401
74072	1	9.751320218986947e-05	0.5069
74454	1	0.00035750865910477714	-0.8903
74817	1	0.0009340643853698039	-3.035
74932	1	0.00015747547024502762	0.1736
75026	1	7.438659573499873e-05	-0.7112
76015	1	0.014523684978619777	0.5648
76322	1	9.137392056990379e-05	-1.003
76418	1	2.8967857145012488e-05	47.29
77054	1	0.00014841556543487844	-1.215
77120	1	1.7225742290016832e-05	-2.163
77140	1	7.271766499949983e-06	-0.9411
77339	1	5.334615814001076e-05	5.812
77502	1	3.3318997100018066e-05	4.737
77504	1	0.0	7.641
78077	1	0.009870111946659765	6.421
78235	1	5.096197188503293e-05	1.831
78250	1	0.0	-0.5785
78294	1	4.7683715498347823e-07	-1.323
78489	1	4.816055349998738e-05	-0.9932
78817	1	0.023092984922519877	4.766
78969	1	8.034706260506841e-05	-0.4878
79300	1	8.016824648993115e-05	-2.399
79306	1	1.4901160999558627e-06	0.924
79631	1	7.241964199999895e-05	0.2103
79635	1	0.0	-5.206
79902	1	0.00011670589468470993	-8.066
79935	1	4.947185559989187e-06	-2.32
80527	1	0.0004152655612548184	0.1618
80532	1	1.1920928999487046e-07	-1.379
80549	1	2.7418136290036088e-05	0.2376
80712	1	3.993511249489323e-05	-3.289
80769	1	0.00012344121944996012	-0.8436
81329	1	0.0002441406255798695	-0.9907
81562	1	0.00017666816376471495	-4.19
81583	1	2.2351741289949878e-05	27.22
81908	1	0.01591992394551478	2.664
82015	1	6.824731771004622e-05	-0.06451
82208	1	0.00011259317470002639	0.1544
82286	1	1.740455657994744e-05	-2.3
83047	1	0.0003706216811799612	-2.259
83101	1	5.960464499743523e-07	9.998
83313	1	8.028745739496745e-05	0.4897
83819	1	0.00019127130672502712	-0.03199
83848	1	1.3470649600000328e-05	-4.226
84067	1	0.006692409512445097	2.615
84110	1	2.008676499998252e-05	6.279
84143	1	0.0	-0.6434
84299	1	2.241134622993357e-05	0.3745
84703	1	3.0100346064876327e-05	0.6477
85049	1	7.283687590509125e-05	2.719
85337	1	5.2154064040021986e-05	-6.444
85949	1	0.0057931542468948605	-0.2201
86036	1	1.1503696369929983e-05	-1.048
86412	1	5.865097071011682e-05	-0.5297
86457	1	7.510185384917989e-06	2.57
86505	1	8.34465044952104e-07	0.218
86563	1	2.0503998000021006e-05	-1.107
86583	1	5.960464499743523e-08	-3.434
86870	1	7.510185287973314e-05	4.069
86871	1	0.0	1.101
86969	1	1.5139579934930758e-05	1.535
87449	1	0.006725251631344964	-1.338
87524	1	1.9252300579974957e-05	4.589
87858	1	7.432699096476814e-05	-1.91
87957	1	1.89542774899909e-05	-0.4382
88301	1	6.24060632949952e-05	-5.773
88469	1	2.3365020689891658e-05	-2.587
88475	1	0.0	-12.42
88906	1	5.0425529489972476e-05	0.9399
88955	1	4.17232509986043e-07	-0.3667
89250	1	0.004645585811989927	0.2289
89305	1	0.0	-0.9533
89647	1	4.0173530914899835e-05	1.87
89773	1	4.470348304497218e-05	-2.483
90055	1	5.465745960986368e-05	-1.0
90165	1	4.070997226501838e-05	-0.5061
90187	1	1.4126300500016953e-05	-0.3788
90231	1	1.1146068530032416e-05	4.285
90256	1	8.165836389961711e-06	-3.031
90526	1	2.056360265501045e-05	-6.366
91019	1	0.00010985135983998529	0.01594
91031	1	4.053116000046764e-06	-0.5969
91545	1	0.003912270114925009	2.305
91766	1	1.8537044665145608e-05	5.107
91918	1	2.13980671949221e-05	-1.161
92351	1	2.6345252829962362e-05	-1.033
92509	1	6.556510909860869e-06	-0.12
92543	1	5.364418000031179e-06	-7.057
92713	1	9.238719945070528e-06	-3.489
93292	1	7.116794590489306e-05	-4.184
93613	1	5.978345885004899e-05	-2.769
94144	1	0.00012642145210994826	0.1495
94321	1	4.255771674988029e-05	0.531
94420	1	1.4960765500005024e-05	4.639
94454	1	1.1205673300040964e-05	-0.197
94770	1	0.00013750791583511113	-2.28
95462	1	0.00020170211830472518	-1.039
95552	1	1.8477440000053136e-05	12.31
95594	1	5.5432317399572995e-06	-2.388
95692	1	1.692771918004876e-05	0.0
95817	1	1.692771907002566e-05	2.253
95952	1	3.5762787400361873e-06	-5.21
95999	1	6.556510879995869e-06	-2.347
96156	1	1.0669231465088025e-05	2.068
96182	1	3.1590462199471148e-06	1.902
96276	1	8.344650284985988e-06	5.023
96574	1	5.2273273900338424e-05	0.5918
97219	1	0.00010573864011975687	-2.716
97324	1	1.6510486429921478e-05	0.3883
97595	1	8.702278065042535e-06	-1.983
97901	1	3.6895274949988455e-05	1.822
98168	1	0.016503572368759878	0.559
98294	1	2.4914741104886673e-05	1.665
98494	1	5.8889389174976436e-05	-9.76
98678	1	3.916025162997716e-05	0.826
98997	1	0.00010842084786977235	0.5172
99295	1	0.00010591745361998584	-6.005
99528	1	0.00018882751427495847	5.117
99543	1	3.635883299990539e-06	-12.17
99568	1	5.960464499743523e-08	1.371
99604	1	1.800060328005504e-05	3.215
99651	1	2.324581135026982e-06	-1.557
100306	1	0.00020235776866028843	-2.056
101391	1	0.0002322793010050006	0.5976
101647	1	9.387731551502299e-05	1.298
101722	1	2.9027462229991308e-05	-2.109
101738	1	7.56978990001933e-06	1.217
101750	1	1.0132789999950376e-05	0.1437
101942	1	9.191036274514008e-05	0.652
102154	1	0.005788743543189923	-2.411
102444	1	1.6033649445024167e-05	-2.38
103149	1	5.6028365834626115e-05	-1.791
103156	1	8.344649999880716e-07	-4.21
103209	1	1.0192394089836299e-05	0.2264
103386	1	1.943111416002896e-05	0.6481
103393	1	2.562999700028712e-06	12.38
103757	1	1.2040138335112083e-05	0.4203
104084	1	1.9788742020021566e-05	-2.611
104108	1	0.0	5.043
104126	1	0.0	-0.3792
104352	1	2.6345253184900663e-05	0.7338
104573	1	9.29832457496893e-06	-1.509
105556	1	0.026978433187064943	0.6391
105715	1	9.375810546008445e-05	0.4882
105848	1	0.0001539587966001843	-0.8163
106440	1	0.00020140409464974862	-1.481
106677	1	4.422664654990527e-05	0.2489
106710	1	1.1920928999487046e-07	0.1632
106729	1	0.0	2.094
107230	1	0.00019341707189490798	-1.164
107312	1	1.6510486235077337e-05	0.3101
108116	1	0.00017982721277975955	-0.1279
108402	1	2.5629997149057004e-06	-5.968
108442	1	1.2397766100069596e-05	-1.361
108629	1	5.6505203494983114e-05	-2.399
108744	1	5.5670738189905755e-05	-0.5993
108775	1	8.34465019972086e-07	-0.836
109347	1	9.232759454980144e-05	-1.93
110340	1	0.026464223557124966	1.611
110505	1	0.0001024603845999339	-2.54
110524	1	1.2397765929983429e-05	-3.33
110636	1	0.0	-1.107
110911	1	3.0100345314920673e-05	-1.093
111056	1	2.384185799897409e-07	0.4261
111061	1	0.0	2.139
111141	1	9.536743349469745e-07	-1.786
111171	1	1.5437602644996495e-05	1.189
111252	1	5.8293342374948764e-05	-1.836
111650	1	0.0001474618900402236	-1.074
111727	1	0.00013142824239997797	2.34
111840	1	4.7683715498347823e-07	3.054
111854	1	0.0	-0.8627
111868	1	1.984834629997767e-05	0.7502
112165	1	2.5153160469915115e-05	0.4218
112246	1	1.1742115289981037e-05	0.4887
112297	1	2.2470951099973213e-05	1.459
112570	1	2.0861625539936313e-05	1.337
112700	1	4.9591064949949804e-05	-1.617
112764	1	5.960464499743523e-08	-0.5253
112852	1	2.9802322498717615e-07	1.178
112889	1	8.881092290025094e-06	2.67
112955	1	6.556510899757839e-07	3.209
113479	1	6.431341190971107e-05	-1.533
113581	1	5.728006315997014e-05	-1.422
113655	1	7.987022559996504e-06	2.45
114014	1	9.60230821248631e-05	0.3175
114055	1	0.0	-1.897
114158	1	3.099441574483386e-05	0.3718
114405	1	2.831220645993504e-05	3.787
114554	1	1.0848045329914235e-05	-7.703
114701	1	9.536743210025733e-06	1.657
114910	1	0.006924271534664905	3.19
114950	1	1.0132790000394465e-06	-0.9043
115131	1	7.331371234986506e-06	-2.251
116111	1	0.007971286344344741	3.321
116464	1	0.079920709385505	3.702
117437	1	0.0013842582664489456	1.82
118048	1	0.0002017021198599256	-34.63
118187	1	1.3589858880003192e-05	-0.6749
118282	1	3.0994415700646982e-06	0.8098
118539	1	0.00016105174838942915	-1.024
119205	1	0.0005433559442793445	-5.503
119558	1	0.00042212009387987415	-3.867
119576	1	2.5987625599910302e-05	5.367
119650	1	6.5565108899878766e-06	-4.857
119986	1	9.27448262195707e-05	0.6528
120092	1	0.00011122226555970727	2.788
120266	1	9.024143092006831e-05	2.207
120393	1	7.855892186992008e-05	-0.5481
120595	1	6.854534145994684e-05	-2.031
120860	1	7.104873625940478e-05	-3.524
120909	1	8.308887364982809e-05	-2.829
121211	1	8.130073635981283e-05	4.618
121241	1	3.576278699846114e-07	0.07226
121731	1	0.00041925906874995533	-1.123
122052	1	0.00014483928716968464	-77.08
122075	1	1.1920928999487046e-07	-41.66
122174	1	1.0728836099538341e-06	0.2893
122224	1	0.0	10.28
122239	1	2.95639039999962e-05	-12.13
122288	1	1.3113021799515678e-06	-2.358
122485	1	0.0002186298378799023	2.228
122628	1	3.5047531339982285e-05	-1.443
123025	1	0.0003279447564696891	-0.5171
123809	1	0.00028157234351966487	-2.533
124012	1	0.00013875961282994176	-1.332
124295	1	0.014711618506949797	-3.65
124442	1	8.344650299640932e-07	0.1287
124629	1	2.0384788749883143e-05	-6.356
124690	1	5.602836590012927e-06	3.615
124736	1	0.0	-2.537
125014	1	1.215934747977876e-05	-13.05
125269	1	1.0132789609818005e-05	-21.26
125358	1	1.0967254539862026e-05	-1.799
125643	1	8.70227808991153e-06	4.086
125883	1	0.04749345776434999	2.831
126481	1	0.00022268295214988854	5.027
126934	1	0.0001435279856096816	4.93
127351	1	0.00018334388738971974	3.675
127612	1	6.628036529976455e-05	-1.688
127673	1	2.253055589984676e-05	3.457
127888	1	3.15904617198548e-05	-13.16
128013	1	5.1617622800037566e-05	4.737
128172	1	1.0371208180037783e-05	-1.368
128201	1	0.0	0.8568
128258	1	0.0	0.02396
128541	1	0.0001009702686700642	0.9896
128561	1	0.0	2.168
128571	1	7.152557399692228e-07	-0.079
129007	1	5.3882598930021786e-05	1.81
129056	1	1.5735626430091187e-05	-88.58
129193	1	4.100799591988391e-05	-3.039
129442	1	0.011892795889279606	-2.697
129681	1	8.463859870078139e-06	1.82
130139	1	3.778934459974792e-05	3.006
130494	1	1.859664910996983e-05	3.962
131039	1	0.0020477771101099496	9.858
131116	1	9.536743199589637e-07	1.11
131238	1	1.072883599961827e-06	-3.227
131762	1	0.0009998083508098166	0.1686
132345	1	0.03600871575752995	-1.432
132703	1	7.116794495964918e-05	-1.819
132919	1	7.998943430975736e-05	-1.031
132982	1	5.7220459999118845e-06	6.476
133099	1	1.8119812160044546e-05	0.1244
133314	1	1.3589859159779394e-05	-2.688
133342	1	7.748603999990777e-06	-1.137
133419	1	8.344650329838998e-06	-1.752
133539	1	2.2053718649939213e-05	-0.9224
133616	1	2.9206275969917428e-05	0.04541
134616	1	0.00017940998147980558	-11.99
134691	1	5.3644179869749564e-05	0.2463
135525	1	0.032455324492939974	-1.55
135780	1	4.899501795985195e-05	0.4136
135905	1	4.4822692659707286e-05	-2.737
136105	1	9.214878166985407e-05	-0.1168
136313	1	3.111362457008937e-05	1.251
136514	1	6.341934153009099e-05	-2.516
136613	1	3.302097335988741e-05	0.8949
137173	1	4.935264626948488e-05	3.594
137178	1	4.768371599794818e-07	-1.927
137336	1	1.3947486659837693e-05	-0.9099
137681	1	0.0001367330557897617	-1.854
137833	1	3.373622938007692e-05	9.305
138097	1	0.004995226741349779	2.797
138318	1	2.6226043599031357e-06	-2.109
138333	1	0.0	2.037
138586	1	0.016570926160219823	-0.6673
138653	1	4.768371549834782e-06	-0.1744
138655	1	0.0	1.251
138781	1	8.94069669010733e-06	-1.315
138847	1	2.0623206990144638e-05	-1.528
138934	1	1.835823039009199e-05	0.4706
139025	1	9.059906060038259e-06	2.155
139334	1	3.504753051997156e-05	0.1963
139390	1	4.053115999935741e-06	0.3948
139595	1	1.0967254509886004e-05	-1.635
139629	1	3.2186507799014663e-06	2.009
139768	1	1.8596649199675852e-05	-7.682
140620	1	0.01665818696491006	1.596
140758	1	2.9802321999117254e-06	-0.5943
140784	1	1.1920928999487046e-07	3.621
141195	1	3.707408967001946e-05	-0.1427
141721	1	0.021064162040429935	-4.914
141757	1	0.0	-2.504
142153	1	3.492832188967121e-05	19.22
142574	1	0.00010418891843944067	5.033
143043	1	6.079673824954668e-05	0.6563
143154	1	5.602836739893036e-06	2.228
143619	1	5.102157579961464e-05	-1.186
143727	1	1.1205673289937934e-05	3.513
144278	1	5.602836545981482e-05	-0.437
144407	1	7.629394299879522e-06	-1.861
144946	1	7.629394476982299e-05	3.863
145045	1	3.2186508001075254e-06	-0.4177
145466	1	4.67300424997763e-05	-1.698
145796	1	0.017631291973749796	1.45
145818	1	0.0	4.085
145846	1	3.576278699846114e-07	4.591
145936	1	1.1324882599916819e-05	2.548
145942	1	0.0	0.4594
146359	1	4.684925024989184e-05	2.968
146573	1	4.29153448000541e-06	1.384
146656	1	0.0	0.5013
146669	1	2.384185799897409e-06	-1.778
146753	1	4.76837144991471e-06	2.122
146815	1	7.390976000110072e-06	0.9312
146902	1	0.01277589844152982	-6.684
146955	1	5.960464499743523e-07	-0.8839
147277	1	1.597404477005071e-05	17.87
147560	1	1.978874208963255e-05	-0.2017
147626	1	1.9073485999498985e-06	-1.997
147816	1	8.106231639937178e-06	-1.871
148039	1	1.168251033001333e-05	5.379
148334	1	0.01079487795080003	6.569
148434	1	9.536742890059458e-06	0.8919
148486	1	2.503395160058375e-06	0.07753
148807	1	1.3470649689928393e-05	4.309
148905	1	7.152557399692228e-07	0.5717
149010	1	1.668930039944172e-06	3.07
149311	1	1.704692849990863e-05	-0.2182
149421	1	5.960464469989546e-06	1.942
149647	1	6.794929579889697e-06	2.892
149946	1	0.006952285625800192	-0.754
150002	1	2.384185799897409e-06	-0.4954
150086	1	6.079673869896496e-06	-2.144
150549	1	0.0010117292125400024	-4.194
150688	1	0.003981113395070013	0.3216
150915	1	0.023133158975480184	-2.512
151023	1	5.364418039999208e-06	-3.685
151182	1	2.634525300004853e-05	3.544
151644	1	3.886222867999223e-05	-3.131
151709	1	1.5497207989767503e-05	4.714
151718	1	0.0	-2.133
